x,0,1,2,3,4,5,6,7,8,9
0,-0.001329287,-0.030821988,-0.04016946,-0.002358952,-0.047665127,0.049939778,0.03260057,-0.015715156,0.016697425,0.14819433
1,0.044973392,-0.08893504,0.008243648,-0.019297676,0.08724946,-0.022803305,0.05632037,-0.004239702,-0.016020356,-0.009633503
2,-0.006889437,0.12628889,0.029341599,0.08520592,-0.035990905,0.034555808,-0.060552247,-0.048042413,0.04393963,-0.048111107
3,-0.05866743,0.06781978,0.07974054,0.0786592,0.048221525,0.06750103,0.06887402,-0.036265172,0.08304742,0.11540597
4,0.020224515,0.019100014,0.104812615,0.016752727,0.031550106,-0.0593394,-0.043080375,0.09439697,0.11007817,-0.08904283
5,-0.011188562,-0.019632488,0.046221297,0.001019669,0.01606582,0.05502167,0.055099953,-0.01047969,-0.03764538,-0.015972128
6,-0.039191686,0.0209681,-0.003267767,0.071493976,0.028399354,0.017314054,-0.038072243,-0.06101119,0.033959027,-0.03421372
7,-0.008148285,0.10414343,0.057365514,-0.008092366,0.08220865,-0.012053074,0.018564282,0.04340394,0.07591942,-0.017451625
8,-0.03200097,0.010626724,-0.011396376,0.023103602,-0.012978829,-0.037596915,-0.037611667,0.049038414,-0.05992645,0.08529704
9,-0.02359462,-0.019626925,-0.007491943,0.059572496,0.012828195,0.06783898,0.026657185,-0.01641637,-0.021285294,0.005692852
10,0.004863924,-0.049646173,-0.040337782,-0.011565813,0.010926127,0.005561832,0.024742216,-0.024051365,-0.028781591,0.053004928
11,-0.050129343,0.120752454,0.13073516,0.07470607,0.05375665,0.010244221,0.04325114,-0.10285353,0.03693542,0.027487442
12,-0.017552095,0.017193824,-0.004480525,-0.067209736,-0.030736784,-0.026665244,0.024086745,-0.007340928,-0.026950708,-0.05298943
13,0.04103256,0.04049123,0.026353894,-0.01717502,-0.09926141,0.006273657,-0.033602554,-0.075309835,-0.0625358,-0.003593216
14,0.061091762,0.017448923,-0.046014126,0.042366575,-0.001025144,-0.01744976,-0.05023242,0.043710493,-0.033316497,0.011726541
15,-0.0924337,-0.042294182,0.06738392,0.07592599,-0.046587046,-0.04992257,-0.022136161,-0.024991626,-0.07735892,-0.02587906
16,0.10969453,0.03324865,-0.000391391,0.010244378,0.03849526,0.031029558,-0.05711488,0.03522658,0.006613758,-0.05776887
17,0.050034832,0.016344046,-0.003234116,-0.004577037,-0.003850559,-0.06496156,-0.05726111,-0.029109314,0.043150496,0.024215503
18,0.055168487,-0.10984218,0.02748617,0.001397882,-0.039131537,0.0905315,0.006681237,-0.007598292,0.025885448,0.0612355
19,-0.07167227,-0.010500976,0.07396695,0.10310861,0.003950716,0.040634543,-0.057127792,0.023528105,-0.01725294,0.01275559
20,0.00712325,0.112071574,-0.041565243,0.044852167,-0.009924843,-0.05730043,0.030911589,-0.015343875,-0.0645032,0.002044215
21,0.027506728,0.06747686,0.034126025,-0.03285002,-0.025688907,-0.047353793,-0.030619698,0.022785086,0.08600844,-0.009184921
22,0.03884652,-0.03978841,-0.04298873,0.01930331,-0.06922554,0.05410226,-0.06681886,-0.042130783,0.047113232,-0.001116632
23,0.09751288,-0.019302761,0.04700183,-0.05700453,0.00083976,0.06627419,0.12517792,0.027234694,0.026653199,-0.062021263
24,-0.013890214,-0.033470888,0.042067435,0.011338579,0.020854844,-0.058425795,0.024480578,-0.05717957,-0.05293719,-0.10983622
25,0.025259629,-0.08776943,0.022436785,-0.005383632,-0.093511604,0.034303166,-0.09381699,-0.06703791,0.007485326,-0.03769755
26,0.08965826,0.044592857,0.028634463,-0.02414048,0.11567273,0.057557702,0.07623083,-0.04654255,-0.012228726,-0.09683198
27,0.014438002,-0.001655684,-0.07896514,-0.001996362,-0.010807681,0.00970418,0.013339159,-0.10396432,-0.04933717,-0.032551933
28,0.028330723,0.020299401,0.022264263,0.031250414,0.082352065,-0.032018375,0.012951841,-0.008428139,-0.048697554,-0.04850694
29,0.14054456,0.10431315,0.015802603,-0.020983715,-0.06759598,0.010154916,0.13012217,0.16135977,0.062267173,-0.10152364
30,0.0748492,0.009775634,0.04079239,-0.03322084,-0.025955737,0.004699498,0.013090861,-0.023121364,0.003630769,0.051460307
31,0.04153945,-0.08873942,0.022902688,0.036116343,-0.025944257,0.06630137,-0.011304887,-0.021887248,-0.055479627,0.00665974
32,-0.049719926,-0.048738834,0.033579122,-0.092410706,-0.088744394,-0.03194542,0.035005804,-0.052127123,-0.078424215,-0.037070047
33,-0.016764037,-0.012276863,0.013870887,-0.08582775,-0.03206047,-0.009754739,0.031715866,0.01009537,-0.02792905,-0.052730095
34,-0.051637203,-0.032214776,-0.01756748,-0.01912406,-0.06004719,-0.059529494,0.08085095,0.014668125,-0.06494223,0.018227322
35,-0.00744284,-0.012865677,0.0831993,0.005663834,-0.097717635,0.011966443,-0.022591459,-0.044242892,-0.074488185,-0.07437946
36,0.06190428,0.006553655,0.01875185,0.031559244,0.15566768,0.01867158,-0.000834257,-0.05714662,-0.039116703,-0.035094883
37,0.018926278,-0.04584778,-0.1309872,-0.023396155,-0.048327114,0.020466346,-0.06768506,0.022621168,-0.042414688,0.064152114
38,-0.004349241,0.037244182,-0.003073474,0.07379314,-0.08698317,0.033101957,0.026527682,0.04783667,-0.046426784,-0.032576684
39,0.07235198,-0.030159054,0.019811762,-0.006277186,-0.025656179,0.039231393,-0.045812134,0.000411679,0.006678359,-0.000572798
40,-0.07857637,-0.013329786,-0.020466432,0.039594084,0.004812927,-0.0225523,0.022170536,0.07800764,0.08440814,0.003916428
41,0.023890967,-0.049743302,0.020986512,0.05905342,0.015970754,0.06736616,-0.0383489,0.000959,-0.037546266,-0.013587653
42,0.023825048,0.057411443,-0.07105859,0.0736899,0.007052471,0.02644766,-0.054766227,0.002910044,-0.000575416,-0.011315755
43,0.012682711,0.05188049,0.0285748,-0.04113088,0.047467526,0.017558638,-0.05220405,0.0357279,0.04554747,0.03384995
44,-0.031992164,-0.023034168,0.00726475,-0.05550557,-0.088645935,-0.031070476,-0.002412922,-0.05829945,0.14438282,-0.060044676
45,0.004866552,0.066183016,-0.022932043,-0.03133637,0.030748278,-0.02406731,0.031376854,-0.014855886,0.08830617,0.09307322
46,-0.02725774,0.07852241,-0.054208588,-0.055280156,-0.006984054,0.06891072,0.013092773,-0.06337844,0.07451121,-0.06760941
47,0.006461717,-0.072100006,0.019088121,0.03437586,0.07727505,-0.023623977,-0.043835003,-0.104117,0.043887567,-0.045875724
48,0.00729857,-0.026833927,-0.052999884,-0.002519016,-0.005845824,-0.02016267,0.09939338,-0.14237589,-0.04865955,0.027562845
49,0.002286895,0.06807024,-0.06703697,0.07678684,0.08123288,0.09031513,-0.054845423,0.02661118,-0.046524316,-0.09126722
50,-0.039304662,-0.005001012,0.08133026,-0.010329632,0.04651935,0.028178712,-0.06092136,-0.024705008,0.065745674,0.025565933
51,0.025222003,0.06393546,-0.104358256,0.04863854,-0.029761294,0.037655674,0.05091591,-0.013347361,0.007242913,0.060583834
52,-0.2854057,-0.002360988,-0.48938495,-0.11505922,-0.21491884,0.23470153,0.31139734,0.036047462,0.2846702,-0.029078485
53,0.013266323,-0.08901573,0.1007045,0.03238497,0.043513685,0.013195618,-0.042234655,-0.003372022,0.10084496,-0.09292243
54,0.030459091,-0.0909731,0.06337867,0.009991685,0.021168908,0.14812915,0.020620871,0.0854613,0.1167672,0.06224876
55,0.027889362,-0.028198054,-0.021465387,-0.11167921,-0.037814822,0.003852316,-0.025159016,-0.01474418,-0.052227166,-0.00416545
56,0.043297265,0.028568119,0.038101155,-0.062418643,0.009215918,-0.003714598,-0.077660106,0.050976947,-0.13985467,0.049395256
57,-0.11073906,0.03470133,-0.034425408,0.11832015,0.046769597,0.06538832,0.058038928,-0.009711131,-0.003467058,-0.1384931
58,-0.019135658,-0.011931065,-0.11568798,-0.026477972,-0.009934413,0.027074737,-0.1246814,0.014169267,0.076513804,0.043702208
59,0.004448687,0.08126122,-0.07497128,0.029454263,0.0941182,-0.07802507,0.06407522,0.045367863,0.003546608,0.044302616
60,-0.010908484,-0.045962006,0.051295627,0.12211415,0.08872097,0.032519624,0.022700883,-0.08653419,-0.004564604,-0.05209587
61,-0.053365894,-0.032647856,0.025101954,-0.058004417,-0.04478963,0.06664509,-0.018056817,0.013821195,-0.013126149,-0.10092395
62,-0.043529686,0.044240423,-0.003110401,-0.066134356,0.009211517,0.02641253,-0.049469527,0.036255118,-0.06830593,-0.020323003
63,0.032891486,0.07078437,0.007527869,-0.011411076,0.007652388,-0.014007106,0.010528031,0.08405896,-0.0365226,0.0684604
64,-0.05033892,-0.056033414,0.038086984,-0.011216874,-0.009627012,-0.008464646,-0.07338223,-0.019937938,0.024976911,0.043172635
65,0.008360788,-0.0310887,-0.06712338,0.045821413,-0.001709003,0.034425154,0.001743045,-0.060607232,-0.046564285,-0.06661925
66,0.006009555,-0.061819047,-0.043192793,0.01958575,-0.016140148,0.05908634,-0.005013076,0.0496666,0.03327296,-0.04815888
67,-0.09589147,0.003958524,0.07163599,0.055731516,-0.00570604,-0.013156685,0.001161094,-0.018997233,-0.03770053,0.024334585
68,0.016670214,0.02259168,0.0762983,-0.038241867,-0.02172748,-0.055445656,0.019222742,0.018956615,0.09080879,-0.014242773
69,-0.061360795,0.014056809,0.021247974,-0.047362823,0.047160048,0.05827723,0.023114866,-0.08508481,-0.019211236,0.028936138
70,-0.054028407,0.14953925,0.005226113,0.2251413,0.04197654,0.02037375,-0.013317729,0.17498657,0.03734001,-0.014594586
71,-0.003120017,0.12956548,0.02917842,-0.018570907,0.011655055,-0.074396685,0.065847605,0.006585897,0.060008757,0.1568651
72,-0.11760102,-0.033591315,-0.038806908,-0.026336223,-0.14875324,-0.04046438,0.033463545,0.0586135,-0.06055406,0.023885144
73,0.044093143,0.04314764,0.06388717,-0.017571155,0.012246277,-0.036008358,0.034104448,-0.050916817,-0.003856173,0.09782075
74,-0.038500767,-0.11250296,-0.049120557,0.11835105,0.06918496,0.038655724,-0.010611134,0.0756936,0.006033275,0.05235215
75,0.006069841,-0.001885872,0.0528013,-0.030260477,0.016260633,-0.00230673,-0.11572273,-0.017692016,0.00347547,-0.010333127
76,-0.013530858,0.039278414,0.05561396,0.09442144,-0.024727495,-0.003472401,0.013061202,-0.031009803,-0.040453225,0.07783304
77,-0.052630242,0.008066448,-0.0185707,0.006106264,-0.035218332,-0.013493597,0.01447426,0.03667634,0.055711687,-0.007788559
78,0.030285468,0.044991273,-0.040184405,0.039325867,0.01490982,-0.005155682,-0.021461986,0.001105138,0.003818024,0.019308452
79,-0.08993873,0.02084931,-0.03487892,0.042714443,-0.05936281,0.009700413,-0.05637706,0.03166669,-0.04388346,0.023078343
80,-0.103151344,0.001070308,0.02363089,-0.005485326,-0.10502022,-0.01631784,0.043867987,-0.108208515,-0.019047152,-0.013148079
81,0.04762458,0.018008878,0.004841956,0.041804235,0.02320346,-0.04494523,-0.0776545,-0.053850126,0.06781802,0.001191862
82,0.011013305,0.04913124,-0.022597726,-0.003027684,0.002840278,-0.07462126,0.015330736,0.0630887,0.10659632,0.09448932
83,-0.01791629,0.13233411,-0.002593096,-0.027798953,-0.036811505,0.056377742,-0.110391825,-0.021197695,-0.054425295,-0.027419694
84,-0.041446112,0.0371757,-0.009548567,-0.17622218,0.08056291,-0.09609817,-0.000421297,-0.06299086,-0.031748213,-0.084528804
85,-0.008383162,0.06970542,0.096101224,-0.08298037,0.03788206,0.06265083,0.005893906,0.060824353,-0.014531788,-0.031649787
86,-0.03566616,0.10129022,0.021059355,0.001293906,-0.021478659,-0.033115264,-0.009562722,0.14905879,-0.03956123,-0.048777193
87,0.030387174,-0.0540681,0.076272175,0.0727827,-0.041047834,0.08043042,-0.13127023,0.026627028,0.012600418,0.10113676
88,-0.04578172,0.044385713,0.01247464,0.059026405,-0.073803924,-0.07320756,-0.15148355,0.021495197,-0.12177334,-0.046684634
89,-0.37911752,0.3859787,-0.08967405,0.009574328,0.12674782,0.036133416,-0.2862563,0.32435656,0.041632496,-0.404358
90,-0.08735232,0.1900107,0.18579152,-0.040280018,0.09129769,-0.0371731,0.00248598,0.00214044,-0.1195728,0.12688798
91,-0.03661995,0.011420947,-0.09048781,0.07243695,0.011963802,-0.19732541,-0.23151498,-0.13796312,0.002775975,0.08242127
92,-0.19692719,0.058522526,-0.096319556,0.007839442,0.1409814,0.0645823,-0.059827197,0.18906222,0.03446547,-0.14729239
93,0.073140375,0.018324075,-0.061435554,-0.06191997,-0.07338427,0.101056226,-0.12588203,0.07909346,0.068876,-0.08024382
94,-0.08612331,-0.06917747,-0.07094609,-0.05083205,0.036547557,0.017712029,-0.020005226,-0.04288505,-0.074565314,-0.06765253
95,0.04988523,0.035948634,-0.08969441,-0.063297085,0.001171506,0.025540905,0.044816647,0.014563233,0.03717003,-0.004523384
96,0.06676106,-0.036329474,-0.05897275,0.13736407,0.09731989,-0.06122043,0.045582987,-0.006534719,0.014096932,0.10063407
97,0.049552143,-0.02360045,-0.111145616,0.017728725,0.073880196,0.07866641,-0.18968411,-0.07049953,0.028061222,0.042452324
98,0.051295787,0.006780189,-0.080092154,-0.023799535,-0.00166085,-0.036599904,-0.061839767,0.004082901,-0.038312323,-0.018108787
99,0.061148174,0.04821713,-0.062216923,-0.05276605,0.027464261,-0.03688639,0.08706918,-0.010320697,-0.006255774,-0.089430876
100,-0.08239682,0.033668,-0.08605816,0.094651,0.14369488,0.030059379,-0.014351065,0.002310059,0.034482956,-0.003472083
101,-0.1919197,0.42712766,-0.0601516,-0.1036606,-0.11369994,0.22733909,0.32655033,-0.3495544,0.3526418,0.078637086
102,-0.071851365,-0.007244649,-0.043976694,-0.052004855,-0.005433702,-0.063969925,-0.007295081,-0.08773387,0.10316533,0.044910807
